BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
02VB;02VB02;Ichthus College;DRONTEN;Flevoland;VWO;;;Natuur en Gezondheid;8;8;0;6,9;,0;7,0
02VB;02VB02;Ichthus College;DRONTEN;Flevoland;VWO;;;Natuur en Techniek;1;1;0;7,5;,0;7,5
02VB;02VB02;Ichthus College;DRONTEN;Flevoland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;11;11;0;7,0;,0;7,1
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;BL;Economie;EO;2;2;0;6,6;,0;6,7
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;BL;Intersect. programma;DP;3;3;0;6,9;,0;7,0
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;BL;Techniek;BWI;2;2;0;6,8;,0;6,8
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;BL;Techniek;MTR;7;7;0;6,4;,0;6,5
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;BL;Techniek;PIE;5;5;0;6,6;,0;6,7
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;BL;Zorg & Welzijn;ZWE;14;14;0;6,8;,0;6,8
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;KL;Economie;EO;7;7;0;6,7;,0;6,8
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;KL;Intersect. programma;DP;17;17;0;6,8;,0;6,8
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;KL;Techniek;BWI;5;5;0;6,6;,0;6,6
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;KL;Techniek;MTR;12;12;0;6,5;,0;6,6
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;KL;Techniek;PIE;12;12;0;7,1;,0;7,1
02VB;02VB07;Ichthus College;KAMPEN;Overijssel;VMBO;KL;Zorg & Welzijn;ZWE;15;15;0;6,8;,0;6,8
02VB;02VB16;Ichthus College;DRONTEN;Flevoland;VMBO;BL;Economie;EO;1;1;0;6,3;,0;6,4
02VB;02VB16;Ichthus College;DRONTEN;Flevoland;VMBO;BL;Zorg & Welzijn;ZWE;8;8;0;6,3;,0;6,3
02VB;02VB16;Ichthus College;DRONTEN;Flevoland;VMBO;KL;Economie;EO;6;6;0;6,7;,0;6,8
02VB;02VB16;Ichthus College;DRONTEN;Flevoland;VMBO;KL;Techniek;PIE;7;7;0;6,9;,0;7,0
02VB;02VB16;Ichthus College;DRONTEN;Flevoland;VMBO;KL;Zorg & Welzijn;ZWE;17;17;0;6,6;,0;6,6
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;HAVO;;;Cultuur en Maatschappij;22;21;1;6,4;,0;6,5
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;HAVO;;;Economie en Maatschappij;112;100;12;6,3;,0;6,4
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,0;,0;6,1
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;HAVO;;;Natuur en Gezondheid;45;41;4;6,3;,0;6,4
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;HAVO;;;Natuur en Techniek;19;17;2;6,1;,0;6,2
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;18;18;0;6,4;,0;6,5
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Cultuur en Maatschappij;10;10;0;6,7;,0;6,8
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Economie en Maatschappij;12;11;1;6,3;,0;6,4
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;14;14;0;6,6;,0;6,6
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Natuur en Gezondheid;11;10;1;6,4;,0;6,5
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Natuur en Techniek;4;4;0;6,5;,0;6,6
02VC;02VC00;Comenius Chr SGM;LEEUWARDEN;Friesland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;21;20;1;6,6;,0;6,6
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Economie;EO;10;10;0;6,4;,0;6,5
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Economie;HBR;10;10;0;6,4;,0;6,5
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Techniek;BWI;8;8;0;6,5;,0;6,6
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Techniek;MTR;9;9;0;6,4;,0;6,5
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Techniek;PIE;4;4;0;6,8;,0;6,9
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;BL;Zorg & Welzijn;ZWE;23;23;0;6,5;,0;6,6
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Economie;EO;17;17;0;6,7;,0;6,8
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Economie;HBR;24;24;0;6,6;,0;6,6
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Techniek;BWI;8;8;0;6,5;,0;6,5
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Techniek;MTR;4;4;0;6,8;,0;6,9
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Techniek;PIE;10;10;0;6,6;,0;6,8
02VC;02VC02;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;KL;Zorg & Welzijn;ZWE;14;14;0;6,8;,0;6,8
02VC;02VC03;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;TL;Economie;;27;27;0;6,6;,0;6,7
02VC;02VC03;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;TL;Landbouw;;2;2;0;6,9;,0;7,0
02VC;02VC03;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;TL;Techniek;;13;13;0;6,4;,0;6,5
02VC;02VC03;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;TL;Zorg & Welzijn;;54;54;0;6,7;,0;6,8
02VC;02VC09;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;TL;Economie;;8;8;0;6,6;,0;6,6
02VC;02VC09;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;TL;Techniek;;5;5;0;6,7;,0;6,8
02VC;02VC09;Comenius Chr SGM;LEEUWARDEN;Friesland;VMBO;TL;Zorg & Welzijn;;12;12;0;6,6;,0;6,7
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;20;20;0;6,5;,0;6,6
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Economie en Maatschappij;54;54;0;6,5;,0;6,6
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Gezondheid;45;45;0;6,5;,0;6,6
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Techniek;11;10;1;6,2;,0;6,3
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;23;23;0;6,5;,0;6,6
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;TL;Economie;;13;12;1;6,3;,0;6,4
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;TL;Techniek;;1;1;0;5,9;,0;6,0
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;11;11;0;6,6;,0;6,7
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Cultuur en Maatschappij;9;9;0;6,8;,0;6,9
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij;21;21;0;6,7;,0;6,8
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;7;0;6,7;,0;6,8
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Natuur en Gezondheid;28;27;1;6,6;,0;6,7
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek;12;12;0;6,6;,0;6,7
02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;30;29;1;6,7;,0;6,8
02VD;02VD02;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;BL;Economie;HBR;10;10;0;6,6;,0;6,6
02VD;02VD02;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;GL;Economie;HBR;1;1;0;6,2;,0;6,3
02VD;02VD02;Visser t Hooft Lyceum;LEIDEN;Zuid-Holland;VMBO;KL;Economie;HBR;9;9;0;6,6;,0;6,6
02VD;02VD04;Visser t Hooft Lyceum;LEIDERDORP;Zuid-Holland;VMBO;TL;Economie;;48;48;0;6,3;,0;6,4
02VD;02VD04;Visser t Hooft Lyceum;LEIDERDORP;Zuid-Holland;VMBO;TL;Landbouw;;1;1;0;5,9;,0;6,1
02VD;02VD04;Visser t Hooft Lyceum;LEIDERDORP;Zuid-Holland;VMBO;TL;Techniek;;15;15;0;6,5;,0;6,6
02VD;02VD04;Visser t Hooft Lyceum;LEIDERDORP;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;18;18;0;6,5;,0;6,6
02VD;02VD05;Visser t Hooft Lyceum;KATWIJK;Zuid-Holland;VMBO;TL;Economie;;25;25;0;6,4;,0;6,5
02VD;02VD05;Visser t Hooft Lyceum;KATWIJK;Zuid-Holland;VMBO;TL;Techniek;;7;7;0;6,5;,0;6,6
02VD;02VD05;Visser t Hooft Lyceum;KATWIJK;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;25;25;0;6,4;,0;6,5
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Cultuur en Maatschappij;29;28;1;6,6;,0;6,6
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Economie en Maatschappij;55;55;0;6,5;,0;6,6
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Natuur en Gezondheid;23;21;2;6,3;,0;6,4
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Natuur en Techniek;8;8;0;6,5;,0;6,6
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;12;0;6,4;,0;6,5
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VMBO;TL;Economie;;45;44;1;6,5;,0;6,6
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VMBO;TL;Landbouw;;13;13;0;6,7;,0;6,8
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VMBO;TL;Techniek;;12;12;0;6,9;,0;6,9
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VMBO;TL;Zorg & Welzijn;;35;35;0;6,4;,0;6,5
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VWO;;;Cultuur en Maatschappij;6;6;0;6,8;,0;6,9
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VWO;;;Economie en Maatschappij;10;10;0;6,7;,0;6,8
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;9;0;6,6;,0;6,7
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VWO;;;Natuur en Gezondheid;16;16;0;6,5;,0;6,6
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VWO;;;Natuur en Techniek;4;4;0;7,2;,0;7,3
02VE;02VE00;NSG Groenewoud;NIJMEGEN;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;43;43;0;6,9;,0;7,0
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;4;4;0;6,6;,0;6,7
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;39;39;0;6,7;,0;6,8
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Gezondheid;12;11;1;6,6;,0;6,7
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek;4;4;0;7,1;,0;7,1
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,6;,0;6,7
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;VWO;;;Cultuur en Maatschappij;3;3;0;7,0;,0;6,9
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;11;0;7,1;,0;7,1
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid;3;3;0;6,8;,0;7,0
02VG;02VG00;Unie Noord;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;10;10;0;6,7;,0;6,7
02VG;02VG03;Unie Noord;ROTTERDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;19;19;0;6,4;,0;6,5
02VG;02VG03;Unie Noord;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;11;11;0;6,4;,0;6,4
02VG;02VG03;Unie Noord;ROTTERDAM;Zuid-Holland;VWO;;;Cultuur en Maatschappij;3;3;0;7,0;,0;7,2
02VG;02VG03;Unie Noord;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij;8;8;0;7,3;,0;7,4
02VG;02VG04;Unie Noord - Mavo Centraal;ROTTERDAM;Zuid-Holland;VMBO;TL;Economie;;80;79;1;6,3;,0;6,4
02VG;02VG04;Unie Noord - Mavo Centraal;ROTTERDAM;Zuid-Holland;VMBO;TL;Techniek;;5;5;0;6,8;,0;6,8
02VG;02VG04;Unie Noord - Mavo Centraal;ROTTERDAM;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;16;16;0;6,4;,0;6,5
02VG;02VG05;Unie Noord- Experience College;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;EO;19;19;0;6,4;,0;6,5
02VG;02VG05;Unie Noord- Experience College;ROTTERDAM;Zuid-Holland;VMBO;BL;Techniek;MVI;16;16;0;6,0;,0;6,1
02VG;02VG05;Unie Noord- Experience College;ROTTERDAM;Zuid-Holland;VMBO;GL;Economie;EO;9;9;0;6,6;,0;6,7
02VG;02VG05;Unie Noord- Experience College;ROTTERDAM;Zuid-Holland;VMBO;GL;Techniek;MVI;7;7;0;6,4;,0;6,4
02VG;02VG05;Unie Noord- Experience College;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;EO;18;18;0;6,3;,0;6,3
02VG;02VG05;Unie Noord- Experience College;ROTTERDAM;Zuid-Holland;VMBO;KL;Techniek;MVI;6;6;0;6,1;,0;6,2
02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;EO;14;14;0;6,6;,0;6,6
02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;Zuid-Holland;VMBO;BL;Intersect. programma;DP;15;15;0;6,3;,0;6,4
02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;Zuid-Holland;VMBO;BL;Zorg & Welzijn;ZWE;12;12;0;6,8;,0;6,8
02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;EO;4;4;0;7,0;,0;7,0
02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;Zuid-Holland;VMBO;KL;Intersect. programma;DP;12;12;0;6,7;,0;6,7
02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;Zuid-Holland;VMBO;KL;Zorg & Welzijn;ZWE;16;16;0;6,7;,0;6,8
02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;Zuid-Holland;VMBO;TL;Economie;;5;5;0;7,2;,0;7,3
02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;3;3;0;7,2;,0;7,3
02VG;02VG11;Unie Noord- locatie HVR;ROTTERDAM;Zuid-Holland;VMBO;BL;Economie;HBR;13;12;1;6,5;,0;6,5
02VG;02VG11;Unie Noord- locatie HVR;ROTTERDAM;Zuid-Holland;VMBO;KL;Economie;HBR;42;42;0;6,8;,0;6,9
02VG;02VG15;Unie Noord- locatie De Toorop;ROTTERDAM;Zuid-Holland;VMBO;TL;Economie;;39;39;0;6,5;,0;6,6
02VG;02VG15;Unie Noord- locatie De Toorop;ROTTERDAM;Zuid-Holland;VMBO;TL;Techniek;;15;15;0;6,4;,0;6,4
02VG;02VG15;Unie Noord- locatie De Toorop;ROTTERDAM;Zuid-Holland;VMBO;TL;Zorg & Welzijn;;46;46;0;6,3;,0;6,4
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;21;20;1;6,2;,0;6,3
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Gezondheid;13;12;1;6,4;,0;6,4
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek;9;8;1;6,3;,0;6,4
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;9;9;0;6,6;,0;6,6
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij;2;2;0;6,9;,0;6,9
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,1;,0;6,2
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid;4;4;0;6,4;,0;6,5
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Techniek;2;2;0;7,4;,0;7,4
02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;6;6;0;7,0;,0;7,0
02VG;02VG25;Unie Noord - locatie VCH;ROTTERDAM;Zuid-Holland;VMBO;BL;Intersect. programma;DP;15;15;0;6,6;,0;6,6
02VG;02VG25;Unie Noord - locatie VCH;ROTTERDAM;Zuid-Holland;VMBO;KL;Intersect. programma;DP;40;40;0;6,6;,0;6,7
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Cultuur en Maatschappij;5;5;0;6,4;,0;6,5
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Economie en Maatschappij;60;56;4;6,4;,0;6,5
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,6;,0;6,6
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Natuur en Gezondheid;27;26;1;6,5;,0;6,6
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Natuur en Techniek;6;6;0;6,7;,0;6,8
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;17;16;1;6,8;,0;6,9
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Cultuur en Maatschappij;3;3;0;6,9;,0;7,0
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Economie en Maatschappij;10;10;0;6,6;,0;6,7
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,7;,0;6,8
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Natuur en Gezondheid;3;3;0;7,0;,0;7,2
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Natuur en Techniek;5;5;0;7,2;,0;7,2
02VJ;02VJ00;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VWO;;;Natuur en Techniek / Natuur en Gezondheid;17;17;0;7,0;,0;7,1
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;BL;Intersect. programma;DP;23;23;0;6,4;,0;6,5
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;BL;Zorg & Welzijn;ZWE;13;13;0;6,2;,0;6,3
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;GL;Intersect. programma;DP;17;17;0;6,7;,0;6,8
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;GL;Zorg & Welzijn;ZWE;6;6;0;6,7;,0;6,7
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;KL;Intersect. programma;DP;33;33;0;6,5;,0;6,6
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;KL;Zorg & Welzijn;ZWE;14;14;0;6,4;,0;6,4
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;TL;Economie;;4;4;0;6,5;,0;6,5
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;TL;Landbouw;;3;3;0;6,5;,0;6,6
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;TL;Techniek;;3;3;0;6,6;,0;6,7
02VJ;02VJ01;PC en RK SGM Ubbo Emmius;OLDAMBT;Groningen;VMBO;TL;Zorg & Welzijn;;7;7;0;7,0;,0;7,0
02VJ;02VJ06;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;TL;Landbouw;;2;2;0;6,4;,0;6,6
02VJ;02VJ06;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;TL;Techniek;;12;12;0;6,8;,0;6,8
02VJ;02VJ06;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;TL;Zorg & Welzijn;;17;17;0;6,7;,0;6,8
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;BL;Economie;EO;3;3;0;7,0;,0;7,1
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;BL;Intersect. programma;DP;9;8;1;6,6;,0;6,7
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;BL;Techniek;BWI;6;6;0;6,9;,0;6,9
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;BL;Techniek;MTR;5;5;0;6,6;,0;6,6
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;BL;Techniek;PIE;10;10;0;6,3;,0;6,3
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;BL;Zorg & Welzijn;ZWE;16;16;0;6,7;,0;6,8
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;KL;Economie;EO;5;5;0;6,6;,0;6,7
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;KL;Intersect. programma;DP;16;16;0;7,0;,0;7,0
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;KL;Techniek;BWI;10;10;0;6,6;,0;6,6
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;KL;Techniek;MTR;12;12;0;6,8;,0;6,8
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;KL;Techniek;PIE;26;26;0;6,4;,0;6,5
02VJ;02VJ07;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;KL;Zorg & Welzijn;ZWE;38;38;0;6,9;,0;7,0
02VJ;02VJ08;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;GL;Intersect. programma;DP;12;12;0;6,2;,0;6,3
02VJ;02VJ08;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;TL;Economie;;22;22;0;6,6;,0;6,7
02VJ;02VJ08;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;TL;Techniek;;34;34;0;6,6;,0;6,8
02VJ;02VJ08;PC en RK SGM Ubbo Emmius;STADSKANAAL;Groningen;VMBO;TL;Zorg & Welzijn;;50;50;0;6,8;,0;6,8
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Cultuur en Maatschappij;14;14;0;6,7;,0;6,8
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Economie en Maatschappij;99;97;2;6,5;,0;6,5
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;7,1;,0;7,0
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Natuur en Gezondheid;51;50;1;6,5;,0;6,6
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Natuur en Techniek;7;7;0;6,4;,0;6,4
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;18;16;2;6,6;,0;6,7
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VMBO;TL;Economie;;81;78;3;6,4;,0;6,5
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VMBO;TL;Landbouw;;3;3;0;6,4;,0;6,5
02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;Utrecht;VMBO;TL;Techniek;;27;25;2;6,5;,0;6,5
